ride_type,weekday,duration,start_zoneID,started_at
bike,0,1021.0,235,2021-07-26 22:30:18
bike,0,546.0,235,2021-07-05 15:46:45
bike,0,1045.0,235,2021-07-26 20:32:43
bike,0,1517.0,235,2021-07-26 17:15:44
bike,0,472.0,235,2021-07-05 17:12:40
bike,0,1836.0,235,2021-07-12 17:40:16
bike,0,118.0,235,2021-07-05 18:16:36
bike,0,1201.0,235,2021-07-12 19:10:17
bike,0,542.0,235,2021-07-12 00:45:52
bike,0,2372.0,235,2021-07-12 21:48:15
bike,0,2500.0,235,2021-07-26 20:09:38
bike,0,1348.0,235,2021-07-12 19:56:22
bike,0,2263.0,235,2021-07-26 21:26:23
bike,0,1887.0,235,2021-07-12 19:22:07
bike,0,137.0,235,2021-07-19 00:39:27
bike,0,15.0,235,2021-07-19 15:58:13
bike,0,3169.0,235,2021-07-26 13:18:17
bike,0,225.0,235,2021-07-19 10:22:25
bike,0,810.0,235,2021-07-19 05:38:25
bike,0,1002.0,235,2021-07-12 19:32:46
bike,0,51.0,235,2021-07-26 20:31:27
bike,0,598.0,235,2021-07-26 11:06:01
bike,0,2881.0,235,2021-07-19 17:39:00
bike,0,228.0,235,2021-07-12 15:57:41
bike,0,847.0,235,2021-07-12 18:51:07
bike,0,462.0,235,2021-07-05 13:06:56
bike,0,997.0,235,2021-07-19 10:44:46
bike,0,328.0,235,2021-07-12 15:59:20
bike,0,4215.0,235,2021-07-05 17:15:19
bike,0,152.0,235,2021-07-12 08:56:03
bike,0,971.0,235,2021-07-12 22:44:51
bike,0,182.0,235,2021-07-12 09:52:13
bike,0,625.0,235,2021-07-26 12:13:53
bike,0,1021.0,235,2021-07-26 15:10:59
bike,0,334.0,235,2021-07-19 22:33:54
bike,0,2030.0,235,2021-07-12 12:45:20
bike,0,542.0,235,2021-07-12 23:33:15
bike,0,637.0,235,2021-07-19 19:14:56
bike,0,320.0,235,2021-07-19 22:33:13
bike,0,1116.0,235,2021-07-12 09:00:54
bike,0,1114.0,235,2021-07-12 13:58:24
bike,0,6988.0,235,2021-07-19 16:20:27
bike,0,545.0,235,2021-07-05 15:42:08
bike,0,1204.0,235,2021-07-05 16:37:21
bike,0,577.0,235,2021-07-19 13:11:33
bike,0,559.0,235,2021-07-26 14:21:33
bike,0,394.0,235,2021-07-26 17:20:01
bike,0,823.0,235,2021-07-05 16:54:04
bike,0,753.0,235,2021-07-05 05:55:31
bike,0,500.0,235,2021-07-26 01:03:27
bike,0,499.0,235,2021-07-19 17:06:15
bike,0,450.0,235,2021-07-26 08:31:53
bike,0,668.0,235,2021-07-05 23:31:08
bike,0,688.0,235,2021-07-26 16:30:18
bike,0,3058.0,235,2021-07-05 03:46:36
bike,0,750.0,235,2021-07-19 15:58:48
bike,0,346.0,235,2021-07-12 13:08:39
bike,0,245.0,235,2021-07-19 09:50:00
bike,0,35.0,235,2021-07-12 15:34:30
bike,0,1582.0,235,2021-07-05 13:49:30
bike,0,657.0,235,2021-07-26 05:37:26
bike,0,601.0,235,2021-07-26 05:38:32
bike,0,352.0,235,2021-07-05 04:33:34
bike,0,1469.0,235,2021-07-12 15:24:33
bike,0,3248.0,235,2021-07-19 14:35:44
bike,0,353.0,235,2021-07-19 14:45:12
bike,0,322.0,235,2021-07-12 11:46:59
bike,0,549.0,235,2021-07-05 23:50:15
bike,0,613.0,235,2021-07-26 07:26:31
bike,0,988.0,235,2021-07-05 20:26:11
bike,0,1062.0,235,2021-07-05 14:06:26
bike,0,707.0,235,2021-07-19 04:53:54
bike,0,879.0,235,2021-07-26 00:08:01
bike,0,487.0,235,2021-07-05 18:07:35
bike,0,663.0,235,2021-07-05 16:27:32
bike,0,1521.0,235,2021-07-19 11:06:54
bike,0,1320.0,235,2021-07-26 15:45:23
bike,0,721.0,235,2021-07-12 08:11:06
bike,0,569.0,235,2021-07-19 08:49:25
bike,0,801.0,235,2021-07-19 22:25:03
bike,0,1050.0,235,2021-07-19 22:20:54
bike,0,570.0,235,2021-07-19 22:05:42
bike,0,890.0,235,2021-07-12 21:29:09
bike,0,894.0,235,2021-07-12 06:03:48
bike,0,920.0,235,2021-07-05 06:08:38
bike,0,5249.0,235,2021-07-19 20:20:57
bike,0,6657.0,235,2021-07-19 19:56:37
bike,0,1652.0,235,2021-07-05 18:25:17
bike,0,1362.0,235,2021-07-26 21:32:36
bike,0,9501.0,235,2021-07-19 01:23:21
bike,0,493.0,235,2021-07-05 23:06:34
bike,0,1656.0,235,2021-07-05 18:24:53
bike,0,939.0,235,2021-07-26 23:18:06
bike,0,886.0,235,2021-07-05 00:02:29
bike,0,1243.0,235,2021-07-26 13:34:42
bike,0,177.0,235,2021-07-05 14:53:39
bike,0,262.0,235,2021-07-19 13:31:49
bike,0,1081.0,235,2021-07-05 00:00:24
bike,0,213.0,235,2021-07-12 23:28:52
bike,0,238.0,235,2021-07-19 11:09:24
bike,0,227.0,235,2021-07-19 23:26:56
bike,0,591.0,235,2021-07-12 07:22:14
bike,0,33.0,235,2021-07-19 19:01:45
bike,0,4011.0,235,2021-07-19 19:03:02
bike,0,279.0,235,2021-07-19 22:54:37
bike,0,229.0,235,2021-07-05 19:47:12
bike,0,806.0,235,2021-07-26 15:27:55
bike,0,694.0,235,2021-07-26 17:28:38
bike,0,858.0,235,2021-07-12 16:56:10
bike,0,1663.0,235,2021-07-12 15:37:08
bike,0,907.0,235,2021-07-19 01:55:36
bike,0,779.0,235,2021-07-26 05:32:34
bike,0,1719.0,235,2021-07-19 00:06:47
bike,0,698.0,235,2021-07-05 13:40:03
bike,0,410.0,235,2021-07-19 19:42:53
bike,0,256.0,235,2021-07-12 05:24:38
bike,0,182.0,235,2021-07-12 06:02:41
bike,0,224.0,235,2021-07-19 06:06:03
bike,0,130.0,235,2021-07-19 18:17:50
bike,0,7463.0,235,2021-07-05 18:48:14
bike,0,7021.0,235,2021-07-05 18:54:33
bike,0,4370.0,235,2021-07-19 18:22:01
bike,0,262.0,235,2021-07-05 01:35:05
bike,0,1369.0,235,2021-07-12 20:26:53
bike,0,372.0,235,2021-07-26 15:31:51
bike,0,406.0,235,2021-07-05 09:45:38
bike,0,13470.0,235,2021-07-05 08:53:12
bike,0,338.0,235,2021-07-05 20:53:37
bike,0,684.0,235,2021-07-26 12:47:43
bike,0,391.0,235,2021-07-26 11:00:25
bike,0,170.0,235,2021-07-19 10:53:59
bike,0,243.0,235,2021-07-12 14:06:08
bike,0,310.0,235,2021-07-12 13:19:24
bike,0,165.0,235,2021-07-12 18:49:10
bike,0,966.0,235,2021-07-12 10:30:07
bike,0,575.0,235,2021-07-05 16:11:17
bike,0,814.0,235,2021-07-05 16:07:19
bike,0,1915.0,235,2021-07-26 12:46:15
bike,0,615.0,235,2021-07-12 13:05:05
bike,0,2090.0,235,2021-07-05 20:44:20
bike,0,32.0,235,2021-07-05 13:56:50
bike,0,1380.0,235,2021-07-12 20:15:13
bike,0,2046.0,235,2021-07-05 20:46:38
bike,0,834.0,235,2021-07-26 19:16:39
bike,0,244.0,235,2021-07-19 04:51:14
bike,0,251.0,235,2021-07-05 13:28:32
bike,0,694.0,235,2021-07-19 16:40:37
bike,0,1262.0,235,2021-07-05 17:13:22
bike,0,996.0,235,2021-07-05 15:31:34
bike,0,1754.0,235,2021-07-12 17:24:03
bike,0,1537.0,235,2021-07-05 17:35:01
bike,0,1640.0,235,2021-07-19 17:36:47
bike,0,893.0,235,2021-07-26 19:14:21
bike,0,2724.0,235,2021-07-19 19:02:19
bike,0,139.0,235,2021-07-19 20:51:25
bike,0,195.0,235,2021-07-26 21:20:40
bike,0,654.0,235,2021-07-19 10:26:06
bike,0,660.0,235,2021-07-05 18:26:39
bike,0,446.0,235,2021-07-12 16:28:26
bike,0,645.0,235,2021-07-05 15:23:43
bike,0,796.0,235,2021-07-26 20:25:30
bike,0,543.0,235,2021-07-19 03:48:01
